 Net Value Growth Rate_x_ Equity to Liability, Interest-bearing debt interest rate_div_ Cash/Total Assets, Net Value Growth Rate_x_ Revenue Per Share (Yuan ¥), Net Value Growth Rate_x_ Interest-bearing debt interest rate, Net profit before tax/Paid-in capital_div_ Interest-bearing debt interest rate, Net profit before tax/Paid-in capital_div_ Cash/Total Assets, Interest-bearing debt interest rate_div_ Revenue Per Share (Yuan ¥), Revenue Per Share (Yuan ¥)_div_ Net Value Growth Rate, Interest-bearing debt interest rate_x_ Net profit before tax/Paid-in capital, Net Value Growth Rate_div_ Revenue Per Share (Yuan ¥), Net Value Growth Rate_x_ Net profit before tax/Paid-in capital, Net profit before tax/Paid-in capital_div_ Net Value Growth Rate, Net profit before tax/Paid-in capital, Cash/Total Assets, Revenue Per Share (Yuan ¥)_div_ Cash/Total Assets, Equity to Liability, Cash/Total Assets_div_ Net profit before tax/Paid-in capital,Bankrupt
1.840314500115184e-05,0.0316348373409385,1,2.545383165928004e-07,285.5191108223757,9.032504486302123,0.0545914547986043,24.801320813028244,9.8402389820447e-05,0.0403194658264325,7.267679178438452e-05,386.5827419225905,0.167619334891788,0.0185573386452162,0.5794827787598272,0.0424444014282011,0.1107111989800251,0
2.712166614360409e-05,0.0020964960654602,6,1.6745318812950914e-07,625.4950792473236,1.311387586408515,0.0085495742339238,76.54137246096138,6.854564500262067e-05,0.0130645681058472,0.0001047443092478,409.33403978211135,0.207065832139356,0.157898260721355,0.2452163659426056,0.0536159950774983,0.7625509793889083,0
1.369198417148965e-05,0.0114818484860783,2,1.383740330476017e-07,602.9363924548206,6.923058953452049,0.0133331899050261,47.177266681452224,5.24828140758255e-05,0.0211961882855131,8.3433568173017e-05,379.2741596763556,0.177890053540457,0.0256952866508765,0.8611475107535099,0.0291928998204957,0.1444447550328335,0
1.814320383180675e-05,25151435346.40123,2,382486.795014342,2.1496190001489759e-10,5.406600330164262,35250921126.88459,49.8690725583823,144540381.57001713,0.0200520699630063,8.222008818689161e-05,377.8882951516724,0.176268758012216,0.0326025030854939,0.7134969450454068,0.0388965771786283,0.184959045514146,0
5.851766956640696e-05,0.0,2,0.0,17142749.4155795,0.2104544589478446,0.0,58.40838143890296,0.0,0.0171204390900429,7.626153855232542e-05,385.3413624920551,0.171427494155795,0.814558612387177,0.0318997790277369,0.131541241470273,4.7516214880367045,0
2.067290344107292e-05,0.0,2,0.0,18160772.189126,1.7341905926447465,0.0,39.66522454077785,0.0,0.0252104256811183,8.16423314826928e-05,403.9648356464376,0.18160772189126,0.104721883119197,0.1702798193899307,0.0459854444456565,0.5766378007622528,0
1.0752046562761862e-05,0.0493135437905614,7,1.7698382046251228e-07,544.7974504774264,26.866628909360745,0.0077930621114975,96.6099458375934,7.259714735517202e-05,0.0103506854584824,9.642297555255673e-05,410.1824101769808,0.198876404494382,0.0074023479647944,6.327876328612313,0.0221765440145822,0.0372208438271271,0
2.9445814227878656e-05,5358852744.311547,1,310457.46822519,2.3090651399225384e-10,1.2373940061868025,60317216514.69711,32.4888661680895,140483523.11288723,0.0307789781879412,7.168665173073954e-05,452.4935234011111,0.180107080913958,0.1455535323749,0.0888444280086693,0.0739802950434606,0.8081499270033452,0
8.987176172302814e-06,0.0030578275008234,0,8.006807799465128e-08,589.9136990233263,1.80393594619174,0.0319765802841933,19.0795168985128,2.881904207312092e-05,0.0524107059465551,4.7235393101193365e-05,359.9217976522749,0.130389865017721,0.0722807521262745,0.0956269572826813,0.0248084457662201,0.5543432886675517,0
2.5080393541731054e-05,0.0008996628014237,2,6.377211026268858e-08,1173.5499714899113,1.0558715627473758,0.0062647912152144,53.36359193951164,2.5022108575377247e-05,0.0187389311481323,7.484488367886286e-05,392.35859643766287,0.171367166880326,0.162299243930496,0.1436061290017827,0.0574248468864128,0.9470847736719,0
2.4653044248280115e-05,0.004077765308372,2,1.6740893958510477e-07,462.2695682486556,1.885073811969527,0.0162472780726977,59.12971283746966,7.435013164237741e-05,0.0169115592102997,7.738998790674762e-05,444.1121887436464,0.185393258426966,0.0983480001679769,0.2509813421120319,0.0590581330603144,0.5304831238072714,0
2.3728343163566133e-05,0.0009856872069895,5,7.18400698999022e-08,1224.8529809067395,1.2074003034099463,0.0041597359286495,79.37548089916761,2.905631035163432e-05,0.0125980753804989,8.79992370592368e-05,404.4495986354895,0.188658472211749,0.156251791228589,0.2369590179945744,0.0508703611412118,0.8282256350033235,0
1.5125513011935025e-05,0.0010550214226564,2,1.2587849867152202e-07,883.4874005750004,0.9321466761768614,0.0147111516185158,19.910590349983497,3.2577090753324875e-05,0.0502237232652984,0.0001112178592955,258.79394942782625,0.169655380438881,0.182005016435015,0.0717157053188069,0.0230729550148418,1.072792417406761,0
3.786045041307155e-05,0.0,2,0.0,16591508.9359777,0.7054591387308352,0.0,48.44509446779193,0.0,0.020641429038551,7.049703356101098e-05,390.4727281930772,0.165915089359777,0.235187374003939,0.0875247671639782,0.0891047423725965,1.417516397913545,0
1.3656721063618568e-05,0.0035677003038621,7,9.595220732866013e-08,768.8552598871557,2.743169815727204,0.0033001797952565,152.8725923930731,3.7221729864710805e-05,0.0065412439503259,7.377671230160354e-05,387.9105797805743,0.169172762235126,0.0616705294121869,1.081062242081304,0.031315372470952,0.3645416966181394,0
2.7926993631061927e-05,0.004840726455213,2,1.495571600892528e-07,491.3420519236759,2.378520224708012,0.0187626317974949,43.912655913529,6.054766550479669e-05,0.0227719315452783,7.348581526210681e-05,404.8368152305813,0.17248322147651,0.0725170195735804,0.2579981273478873,0.0655492194032092,0.4204293887168753,0
9.808184618261242e-06,0.0963771364279012,2,3.2399942202744965e-07,220.1797018850413,21.220573974841848,0.0333527888674709,51.37038700922656,0.000122231324256,0.019466011742291,7.133905361551135e-05,377.2491713218333,0.164052484729658,0.007730812216409,2.8896262219104227,0.0225550659248318,0.0471240149633115,0
1.0270689602522663e-05,0.0579693915473484,2,3.190719859825257e-07,203.19189718732332,11.779062814390397,0.033428905202745,56.1755369012313,0.000121753310992,0.0178009034471274,6.483367972097287e-05,381.5764549808681,0.15728828896765,0.0133531991174089,1.7341090341249856,0.0249169752673477,0.0848963286210838,0
1.3159180398912063e-05,0.0095143470656444,2,2.415700989506932e-07,323.9414164096799,3.0821481347110224,0.0237254053079991,50.8870957774625,9.448196158126556e-05,0.0196508995044972,7.825600902991705e-05,391.10738373898886,0.174949098861323,0.0567620569788884,0.4010191928159497,0.0294186578268147,0.3244489631775261,0
1.768494125181163e-05,0.0077059512709948,3,1.694591970125338e-07,524.1544324334266,4.039223250734211,0.0114940760254881,63.62441715442196,6.495966691909905e-05,0.0157169046824948,8.882531235308546e-05,383.3271880053112,0.184526053842093,0.0456835391349857,0.6704278567399531,0.0367387666328053,0.2475722842821765,0
3.069424891936012e-05,0.004363486445334,2,2.042478867767343e-07,390.01588062974525,1.70186568227451,0.0276408449191998,38.14203080129474,8.398746518191893e-05,0.0262171851919901,7.966163606492002e-05,411.19425211768026,0.180989367317699,0.106347611438497,0.157863620268708,0.0697366130878815,0.5875903493044243,0
1.6331819940138023e-05,0.0047444636031475,0,6.888697246009058e-08,1113.001067738643,5.280933705505016,0.0394197455878264,8.848883291004022,2.674692474902231e-05,0.1130057795822531,7.667621994051001e-05,388.2638752243639,0.17254354875198,0.0326729145951554,0.1203572338542685,0.0367512922811805,0.1893603843080608,0
3.321769841145975e-05,0.0003781779439078,6,7.051253869753066e-08,1693.8056477762848,0.6406111769260883,0.0034757986741207,63.76437461970057,2.6473124652027028e-05,0.01568245590317,0.0001194440900923,375.4318849416812,0.211763818716537,0.33056527881164,0.108803148345878,0.0588920444631996,1.5610091714677503,0
1.59857515636432e-05,0.0045375312543421,2,1.6002924072467192e-07,555.9896386961104,2.5228968041309896,0.0183986339920582,36.99309090829222,6.0561217874289206e-05,0.0270315022376338,8.897729566169508e-05,378.4306458871211,0.183500490159113,0.0727340351891054,0.2466231311913786,0.0329678849607155,0.3963696836032481,0
1.1973456410158287e-05,0.0076350654968074,2,2.427114268875911e-07,329.34717713459685,2.5146348886076826,0.0260158346690323,44.158779180519225,9.183682865684475e-05,0.0226450497491453,7.993783709786079e-05,378.3704452597793,0.173915994268909,0.069161519197268,0.2934774852444324,0.0260499364507305,0.3976719651995364,0
5.8807704036253146e-05,0.0,2,0.0,16133775.7333534,1.7121077913074458,0.0,29.72435305275079,0.0,0.0336416353164053,6.9039289296086e-05,377.02102570199,0.161337757333534,0.094233401092843,0.1349826481386056,0.137427589129038,0.5840752766711718,0
4.430810901676781e-06,0.0360912711121757,0,1.0685087587677317e-07,476.19952600276366,17.187247068047334,0.1341224429615063,5.708548902700204,3.896036990772777e-05,0.1751703558656669,5.088411537026216e-05,364.6140163818697,0.13621144710052,0.0079251362762614,0.2690906986087483,0.0118608166881657,0.0581825967136735,0
1.955278103191597e-05,0.0040926566022893,2,1.212797447076624e-07,689.3562216019089,2.821402388205661,0.0103461270839154,58.5395650457877,5.0639005533901e-05,0.0170820755282255,8.360803131339184e-05,417.52952265683246,0.186841113038232,0.0662227712024566,0.3955736293178341,0.0436951249013664,0.3544335964460345,0
2.0271988800882227e-05,0.0,7,0.0,26755900.761631902,0.8113044996493441,0.0,115.95396339082704,0.0,0.0086239544813523,0.0001474831663786,485.38776062201913,0.267559007616319,0.329788630062962,0.1938119991542401,0.0367767613020285,1.23258275127875,0
8.215493325618166e-06,0.0107468947505401,3,2.5652104070889615e-07,298.61661480400085,3.2092575276165314,0.0182134928200897,69.79640293497995,9.73824401518534e-05,0.014327062397212,7.660278619976935e-05,379.619044274949,0.170530125933188,0.0531369303875289,0.590051091739768,0.0182890098509909,0.3115984755231029,0
2.0491860062884383e-05,0.0,7,0.0,18564210.8438278,0.8962896523274405,0.0,75.95756220537675,0.0,0.0131650288958271,0.0001139986299157,302.30566142997816,0.185642108438278,0.20712288599262,0.2252024546899401,0.0333701563843877,1.1157106357924045,0
2.345980679499156e-05,0.0,7,0.0,21713294.6233316,1.1243370643724555,0.0,128.99931199992542,0.0,0.007751820686659,0.0001069216525735,440.9374320799344,0.217132946233316,0.193120854831142,0.3289326267355084,0.0476413976482172,0.8894129117075519,0
1.6583255871107756e-05,0.0237353991808305,3,1.581943861097754e-07,583.7331753147371,13.85553462504709,0.0121642452285935,64.03465505631601,7.193294550025563e-05,0.0156161919351997,9.234594192130876e-05,454.7022881437313,0.204916672950758,0.0147895075824052,1.9512423919346509,0.036798429352686,0.0721732724219392,0
2.4312006662280496e-05,0.0081185518656018,2,2.735084137841924e-07,331.8720063986937,2.6943698024209533,0.0236717187904603,45.38121883624063,9.751334834862704e-05,0.0220351011009443,9.077146060131194e-05,356.5207170921868,0.179895935449815,0.0667673414185671,0.3429640404257544,0.0481828886766847,0.3711442259113782,0
4.483710540020922e-05,0.0419010373467963,0,2.634288299664005e-07,284.4704816885991,11.91980960189507,0.1651690688312777,8.056145125131778,9.971828945203477e-05,0.1241257102728669,7.493899186459079e-05,378.53126529677775,0.168426212201191,0.0141299314861806,0.2536850316486218,0.100771889782935,0.0838938931332313,0
1.0595514072935465e-05,0.0007769465124124,7,4.9470895861923253e-08,1407.985197361695,1.0940243033833903,0.0021529484705765,124.1906659008052,1.862594825955465e-05,0.0080519462375176,6.966034536282245e-05,376.494399852365,0.161948570997662,0.148030130186848,0.3608755051924428,0.0246327857572366,0.914056358351081,0
9.508098574478064e-06,0.0038664449901842,7,9.606057009218649e-08,825.9830888265781,3.1937695169464764,0.0026636274240377,174.02976806893886,3.678269191823596e-05,0.0057460164306999,7.93481664215539e-05,382.9030358317804,0.17430812155946,0.0545775418973936,1.4515710670521424,0.0208869199738591,0.3131095572484873,0
2.0107802409684456e-05,0.0134871759627573,7,3.110018301400399e-07,262.12870251797835,3.535428540249228,0.0106712441045243,136.09367957486927,0.0001183985678561,0.0073477198578279,8.152371922654506e-05,380.6923235615433,0.176170726189578,0.0498300810862588,1.2638801707771838,0.0434524600472007,0.2828510691618865,0
2.8444535222426502e-05,0.0059710400869531,2,1.445892689454e-07,485.4901987555812,2.898968222770604,0.0214420119920734,35.98884331087282,5.417179980571983e-05,0.0277857292542592,7.01987744048507e-05,374.6512361570968,0.162174798280673,0.0559422376613694,0.2784736925003588,0.0657132093970826,0.3449502315091453,0
1.7053879601550702e-05,0.0029503584339887,2,1.055847385938632e-07,724.8105982800458,2.138541282659586,0.0102829982485568,51.74313126482092,4.072174806651281e-05,0.0193257944303126,7.653216629564824e-05,385.6696950736156,0.171804539627479,0.0803372465311506,0.2869160416733598,0.0382836926696726,0.4676083765263757,0
9.837606082663448e-06,0.6373352178270765,0,1.7724207423430024e-07,405.4488215968896,258.4133213670201,0.8467907817659156,1.0502820428455235,6.39167755098257e-05,0.9520835657398872,7.186440009548084e-05,360.6104477127734,0.160983334590152,0.0006229584047964,0.752631746487907,0.0220372065927969,0.0038697071823323,0
1.5069150169625637e-05,0.0011694690313829,7,1.229740921003901e-07,851.8757188894365,0.9962839514369278,0.0045152972482725,102.8902378356646,4.86717625838366e-05,0.0097189042962587,0.0001047630258812,395.78106039415707,0.203627177437599,0.204386678296956,0.2590015111211081,0.0292898041996314,1.003729810684488,0
1.1843622118187943e-05,0.0095676773514166,2,2.080819620039225e-07,357.62488718171466,3.4217117126608114,0.0234951849512065,45.96424545844628,8.036749682055401e-05,0.0217555343977389,7.441685797199708e-05,386.2212042552912,0.169534725887942,0.0495467490857055,0.4072184419600713,0.0269818598103528,0.292251312547858,0
1.831339869447048e-05,0.0,3,0.0,16724983.0329538,0.8264251684711924,0.0,72.02801586904324,0.0,0.0138831582536938,7.167768426125672e-05,390.2449325694946,0.167249830329538,0.202377454663781,0.1525343705484746,0.0427317491625903,1.2100307794915073,0
9.274823759698556e-06,0.076475082405999,3,3.461664703118538e-07,245.8423664006784,18.801085329020623,0.0249577102506098,56.07983353733529,0.0001191155085646,0.0178313570287197,8.510360684316837e-05,344.0920009886993,0.171125857778448,0.0091019037876208,3.064185544979701,0.0186497638642651,0.0531883572354168,0
1.521014941635829e-05,0.0058274465710564,7,4.400093223264124e-07,209.89842660852483,1.2231852770410083,0.0177210469458777,106.68815364038812,0.0001746185929957,0.0093729157653955,9.235827703743147e-05,396.8438043426832,0.19144860870221,0.156516433007997,0.3288431804643288,0.0315289764742401,0.8175375412420787,0
1.7522413621100074e-05,0.0079894676979337,2,1.5050045520058038e-07,437.3843040009713,3.4945736507723955,0.0264494237474429,27.36218931437874,4.764212187751778e-05,0.0365459524658189,6.582853139380176e-05,316.55105023493644,0.144355629288892,0.0413084996251972,0.3020656091158368,0.0384249654576423,0.286157851738154,0
9.264271540559869e-06,0.0142129511751561,9,1.9736759999853617e-07,470.9260620144154,6.693422061398028,0.0033250826124412,228.2558618537797,7.054605618919415e-05,0.0043809622075484,9.294794809008916e-05,357.42782911521584,0.182271321921424,0.0272314002187893,4.2744652120611,0.018167275932764,0.1494003468989219,0
3.449942387099031e-05,0.0,2,0.0,18285197.1947817,0.6579707569844399,0.0,38.447368189077125,0.0,0.0260090710461358,9.53795107260304e-05,350.5386264189521,0.182851971947817,0.277902875510976,0.0721667800489185,0.0661388136493402,1.5198242455489763,0
7.022551999707483e-06,0.0188824206937136,7,2.886133145217721e-07,221.8898409219354,4.189876329559633,0.0127748996816589,136.74735566632393,0.000111878618674,0.0073125744404858,6.404126433392669e-05,387.6323806968123,0.157559761707262,0.0376048616750124,1.4780873249191764,0.0172774793121097,0.2386704503791762,0
4.301462196534296e-05,2960877853.76934,5,110591.583056575,8.00995400045244e-10,2.371649540965076,6179157351.224867,91.45738153923456,50062212.50282776,0.010933804694842,8.858334931203812e-05,452.66628303449255,0.200248850011311,0.0844344085565568,0.4791716659154523,0.0972375581768689,0.4216473869153989,0
3.1318525832532865e-05,0.0071421118268425,2,1.4273617085278938e-07,673.572948216483,4.810895828219985,0.0144340558374298,42.53423671410728,5.902956633041664e-05,0.0235099733877604,9.614647117550903e-05,413.54858934143823,0.199404268154739,0.0414484593235434,0.4948095271955411,0.064953478239691,0.2078614346046233,0
1.803747396252973e-05,0.0010989947712955,5,6.188147702584048e-08,1393.4180169859033,1.5314733839993704,0.0032480065648529,89.35304970964063,2.502708607335473e-05,0.0111913147329037,8.623319919523142e-05,404.4270642803074,0.186750622125028,0.121941790671284,0.3383596932440767,0.039062791540879,0.6529658790640397,0
5.799769255101534e-05,0.0,6,0.0,23796093.8089134,0.344557245874488,0.0,98.65818057531384,0.0,0.0101357833917036,0.0001090010151832,519.4829772408734,0.237960938089134,0.690628153935975,0.0654369680457421,0.126615199897332,2.9022751820491304,0
1.25441892944743e-05,0.0021030134814233,9,2.2999886750190695e-07,484.4567400626402,1.0188411535045316,0.0038098966103657,242.57223215645288,0.000102980058959,0.0041224004219126,0.0001114269183437,447.7326163547864,0.223361737425534,0.219231159311557,0.5519869756877663,0.0251455569000352,0.981507182131291,0
9.961663780065598e-06,0.0013481511235631,8,7.558290278174056e-08,1203.8992964193735,1.6231377520623769,0.0017677788496104,198.88460064547212,3.199476119845127e-05,0.0050279323834009,9.099978538849592e-05,423.2977297330866,0.19626724983033,0.12091840840346,0.7626242262510359,0.021485197415587,0.6160905721514229,0
3.633451228940556e-05,0.0974590793417651,2,1.081188100549239e-07,775.480002593064,75.5807828457481,0.0156485786087789,32.64650581231922,4.2836272165027766e-05,0.0306304632686651,8.384754257369623e-05,396.18768472474943,0.18226378101199,0.0024114995682982,6.2279787121288415,0.0789822264054189,0.0132308208608453,0
4.5798621435658985e-05,0.0,1,0.0,16648065.756730298,1.8684690583120225,0.0,28.34549778941122,0.0,0.0352781333792882,7.257359701206111e-05,381.89058708878656,0.166480657567303,0.0891000245050947,0.1386854961933201,0.1050600345883,0.5351974244641609,0
9.414403649887647e-06,0.0036225383429201,8,1.5438471870911414e-07,450.6416531100843,1.6325159816109422,0.0039280174254271,180.6990089254953,4.938411796084508e-05,0.0055339453473441,6.957428652251918e-05,319.87012379051214,0.149181811326446,0.0913815219463125,0.9222306117132888,0.0201864490352188,0.6125513224989227,1
1.490065194275814e-05,0.0034125394776846,2,6.87056856995361e-08,1205.5676164766537,4.114328840113245,0.0122824927276357,25.264097335139738,2.570477996445242e-05,0.0395809869569381,8.28350224229929e-05,374.12091054160703,0.176042530729206,0.0427876566086711,0.2778374620518133,0.0316671427228356,0.2430529372697953,0
2.9064530907881204e-05,0.0005458858620229,7,7.995285208970765e-08,1542.6500764339426,0.8421810356619007,0.0023907297085472,75.34914193884843,2.222045596460344e-05,0.0132713494134522,0.0001233495506322,277.9153194927398,0.185151949325089,0.219848147919599,0.2283343664182308,0.043626867923152,1.1873930404030486,0
4.7474485377167386e-05,0.0058494143811764,1,1.864605708963683e-07,389.76840511515,2.2799694416033027,0.0622507735497408,16.23019836939857,7.343159472420526e-05,0.0616120188788529,7.267811374001546e-05,393.8091847966299,0.169180303144559,0.0742028718709032,0.0939651936571723,0.11051123115925,0.4386022846966791,0
2.6749332097867893e-05,0.0,2,0.0,17183470.3265214,0.5024224088324598,0.0,46.24232326208253,0.0,0.0216247143829653,7.643411425997723e-05,386.3000406897671,0.171834703265214,0.342012408722579,0.0601428345745453,0.0601362832300997,1.9903569088203288,0
1.4373752041927204e-05,0.0311275367376812,1,2.4046792835509054e-07,301.9975836388029,9.400611469259635,0.049301864430479,25.61292720355849,9.17067726680583e-05,0.0390418549963849,7.262205115470883e-05,381.3592598218322,0.166420330291833,0.0177031288687889,0.6313657555963715,0.0329388185036871,0.1063759924883273,0
1.3595372306832215e-05,0.0035155376355604,2,1.241812063672611e-07,530.2231443137484,1.8640813404428649,0.0127584608238592,57.19459429922459,4.804995242002129e-05,0.0174837385915012,6.584593698596385e-05,386.9247937390276,0.159618429982656,0.0856284583074689,0.2755454748120746,0.0329568092122195,0.5364571807416062,0
1.5226238352089764e-05,0.0072309909074628,1,3.039353900101565e-07,230.40674436465056,1.6660922432333205,0.0692035393485056,24.58240518579333,0.0001191367835976,0.0406785004117564,7.002973758650353e-05,391.9713496931967,0.165681321167333,0.0994430561568904,0.1044886434483701,0.0360233148591597,0.6002067671490158,0
1.5240198882071308e-05,0.0024354537270239,2,1.0818160155954254e-07,795.8961438183321,1.9384528662226816,0.012251051076613,39.57506569516308,4.174776123264461e-05,0.0252678871845354,8.610507902029106e-05,385.8962784795765,0.182286403740291,0.0940370475506945,0.1987953857186521,0.0322638464316944,0.5158752406236481,0
1.5816611141497735e-05,0.0,5,0.0,20532388.2060176,12.568170155043624,0.0,81.36253761922919,0.0,0.0122904089480817,9.831926678565464e-05,428.7767549679627,0.205323882060176,0.0163368059029721,2.3848732590949693,0.0330304334722966,0.0795660248744171,0
2.1215808650741e-05,0.0,3,0.0,17763366.261971198,2.2717414108397014,0.0,68.69812218261598,0.0,0.0145560991659107,7.727592675333345e-05,408.3159415201784,0.177633662619712,0.0781927199348976,0.3822147340810149,0.0487686392697649,0.4401908646132476,0
1.3545178285316548e-05,0.0150423434806754,3,9.047576988526914e-08,832.5180134680261,12.5236357246714,0.0071942464880383,63.946922869980256,3.4654698408532535e-05,0.0156376109011147,7.532640013226379e-05,383.018757575288,0.16985898499359,0.0135630629548425,2.0908844590460376,0.0305440088874713,0.0798489532765358,0
1.969083593914151e-05,0.0056342098503914,7,3.4235158692371804e-07,239.58643173220105,1.3498988508615004,0.0121212669905629,126.68734747824136,0.0001259595456566,0.0078932795895267,8.202392634467322e-05,367.9167347387453,0.173719930623633,0.128691062307207,0.4648201308402186,0.0417035712103673,0.7407961449055421,0
1.6350509228621856e-05,0.0025926731169068,9,1.5722675804254125e-07,452.82616461123945,1.1740620369751813,0.0010588730747383,818.0107762453082,6.167126779790936e-05,0.0012224490547836,7.119831906717765e-05,392.2348910210703,0.167114093959732,0.142338374767367,2.448521078086918,0.0383773180507714,0.8517436373991809,0
2.6388813070749253e-05,0.0041172793011829,1,1.465289424471868e-07,493.1618083960044,2.0305469939730023,0.0348748357805281,20.928428862744266,5.274546005237305e-05,0.0477807781002504,7.226468788034238e-05,359.958121519973,0.161284970967499,0.0794293119739407,0.118058617864704,0.0588962475978577,0.4924780441270395,0
4.342789774621706e-06,0.0092169550870632,2,1.366862742706599e-07,271.0999829158854,2.4987699818001565,0.0239981211008519,66.21273373860923,5.8884027306274105e-05,0.0151023124059297,3.705644172564315e-05,430.78224184870976,0.12634793756127,0.0505640429066412,0.3840696653811212,0.0148072104533966,0.4001967889673962,0
4.451779443587288e-05,0.0013230698697512,1,5.993596361464889e-08,1344.5977439211897,1.77913050769681,0.0168153524402212,17.55442027815762,2.379113561759019e-05,0.0569643729568171,8.059582023062194e-05,396.9337641060603,0.178862830857401,0.100533835090965,0.0786821567878934,0.0987964228609307,0.5620722258969147,0
1.2138171375850556e-05,0.0033619373842722,1,1.0449544574722861e-07,620.2989246622188,2.085486344153636,0.0251346821573386,25.742550416268983,4.1942207945240006e-05,0.0388451856516075,6.48209053956739e-05,401.36834656533415,0.161300052786366,0.0773440844547768,0.1337567793181134,0.0302045716841425,0.4795043666983269,0
0.0001330671743101,0.0,0,0.0,17828972.1740442,0.402613980763633,0.0,11.165156793596507,0.0,0.089562308273454,8.525384291221411e-05,372.8460682387922,0.178289721740442,0.442830418795051,0.0120565793914742,0.278280821956322,2.4837684956514097,0
1.5523142299899373e-05,0.0240250190550565,3,2.434396186689138e-07,311.17442667101375,7.476108690289579,0.0195112917361071,62.54501586724856,9.244676824215864e-05,0.0159881205393177,7.575357357764066e-05,379.7438516238975,0.169610134982279,0.022686944137328,1.2313387949794805,0.0347558819536954,0.1337593582017063,0
1.967560043982707e-05,0.1028729357667811,2,3.789653482067807e-07,215.9008242209262,22.210621793979406,0.0426302597451652,41.8314937082794,0.0001459116879186,0.0239049027530341,8.181992629360228e-05,385.0181116655742,0.177490385340472,0.0079912289210366,2.4131422852097923,0.0426818998997697,0.0450234442585322,0
1.312825318024944e-05,0.0561177980795567,2,2.490107425067921e-07,355.99738098161475,19.97824521107326,0.0394579238771435,19.528763202140983,6.831118222295965e-05,0.0512055729201626,8.864919587435479e-05,274.32543620289505,0.155946007088455,0.0078057810212264,1.422217441159178,0.0230943850456118,0.0500543788611083,0
3.3212952789187194e-05,0.0079253467078933,1,1.6057953988080814e-07,514.2616276467099,4.075813044499794,0.0301760874971126,27.64939526157384,6.89040927318607e-05,0.0361663020820163,8.25821516015351e-05,429.0865584067508,0.188243722192896,0.0461855535029497,0.2626364393657512,0.075708003930686,0.2453497546235574,0
2.2369170403625688e-05,0.0014804256938998,7,2.9757373211010615e-07,447.9266918032714,0.663133556700175,0.0089215598490922,128.0501265019019,0.000152278420663,0.0078092875106723,0.0001332935034617,511.7233834371685,0.261171857325994,0.393845022704443,0.165937962914176,0.0438295763066407,1.507991755531796,0
4.755660722889431e-05,0.0085515411188955,4,2.2193792074736678e-07,502.641033712576,4.298458043627996,0.0142226818150647,55.62801392253338,8.826392027634625e-05,0.0179762085575199,0.0001115577680512,397.68892803839,0.210632682301486,0.049001906539287,0.6012606010325774,0.0897918263941709,0.2326415050003199,0
3.215217596772978e-05,0.0052517503527273,1,1.112210248397347e-07,523.6241130538258,2.7500399397271766,0.026264459503934,27.61574035197476,4.2243361656113824e-05,0.0362102745001239,5.8240060913752176e-05,379.8048342332646,0.148729356760425,0.0540826069874391,0.1999563514939972,0.0821079575656708,0.3636309907414317,0
5.883939181235607e-05,0.0,2,0.0,16451248.0205113,3.17483232044412,0.0,32.151520438766866,0.0,0.0311019630225145,6.89527413792442e-05,392.4965113227359,0.164512480205113,0.0518176810149698,0.2600677542238931,0.140383313080644,0.3149771847132329,0
2.564383313540161e-05,0.0044821779319203,3,1.3107472029065837e-07,671.6867202732634,3.0107300682409064,0.009674887662994,58.351313037841685,4.9705837788350446e-05,0.0171372131854676,8.804438546603488e-05,379.2097066815969,0.182723776487444,0.0606908431637992,0.4632794192472431,0.0532201799048511,0.3321452796621507,0
1.6367265561210535e-05,0.0038146721416608,6,1.469931154179338e-07,702.6071841609731,2.68030975642621,0.0070855558076249,78.54878173112424,5.748396270889958e-05,0.0127306913230695,0.0001032820296872,391.0580710363627,0.200972777316944,0.0749811659014417,0.5383728955430469,0.0318484718675726,0.3730911378722767,0
1.840473509241713e-05,0.002956454214541,2,8.283731811545066e-08,898.7469478614297,2.657244775276017,0.0090038593538804,47.90111499461029,3.211226031733704e-05,0.0208758544808688,7.445372557353343e-05,387.6456689362692,0.169889148631325,0.0639343140833649,0.328353952460256,0.0419960821510228,0.3763295704001231,0
9.845001210259882e-06,0.0267137542521428,1,1.3666785609480577e-07,549.0451019415742,14.667522983591484,0.0344324900757843,20.95563819041524,5.4146203399464406e-05,0.0477187054525736,7.503920645028547e-05,396.1791808226204,0.172422894201041,0.0117554100797183,0.7758290179598287,0.0226215558823957,0.068177775651034,0
1.47295620536069e-05,0.0055086628747666,8,6.371940133671946e-08,1394.7214089058702,7.683598780292077,0.0012075795632865,254.76860723954084,2.734396054792088e-05,0.0039250437938376,8.887716048742551e-05,429.1214158363191,0.195294472513385,0.0254170475660851,4.561738677216512,0.0323660436026117,0.13014728956484,0
1.6857815796114406e-05,0.0251792449906621,0,1.3157652823320704e-07,510.39247288506624,12.85170505305144,0.0558415575684341,13.507060854269753,5.065543127723295e-05,0.0740334478388432,6.715780133140532e-05,384.9791383907517,0.16079481185431,0.0125115447851864,0.4509043346044903,0.0403623892604006,0.0778106200243353,0
6.354173152508654e-06,0.0075846943649278,9,1.8084851777879973e-07,517.7429532239854,3.927031130059284,0.0029751904115653,240.90924335296043,6.711477270944444e-05,0.0041508577906392,9.363564633882e-05,371.1030503824239,0.186411281200513,0.0474687456647148,2.5493137207877568,0.0126499853917062,0.2546452275450156,0
